number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
28,2024-04-20 16:00:00+00:00,17.0,3.0,11.764999,40.0,-1.4052422,7.0948143,95.0,0.0,980.98785
