number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
2,2024-04-20 16:00:00+00:00,1.0,21.0,11.6675,40.0,-1.4929248,6.9850082,95.0,0.0,979.2249
