number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
29,2024-04-20 16:00:00+00:00,9.0,11.0,11.778,40.0,-1.3935506,7.109461,95.0,0.0,981.2232
