number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
17,2024-04-20 16:00:00+00:00,1.0,19.0,11.3805,42.0,-1.0860884,6.727028,99.0,0.0,978.7049
