number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
22,2024-04-20 16:00:00+00:00,2.0,18.0,11.7045,38.0,-2.156473,6.6848345,95.0,0.0,978.8789
