number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
5,2024-04-20 16:00:00+00:00,3.0,13.0,11.648,40.0,-1.510462,6.9630556,95.0,0.0,978.8723
