number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
20,2024-04-20 16:00:00+00:00,15.0,6.0,11.926,40.0,-1.2604598,7.2244263,95.0,0.0,981.37573
