number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
15,2024-04-20 16:00:00+00:00,3.0,17.0,11.711,38.0,-2.1506603,6.692114,95.0,0.0,978.99646
