number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
21,2024-04-20 16:00:00+00:00,1.0,19.0,11.6545,40.0,-1.5046157,6.970373,95.0,0.0,978.9899
