number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
26,2024-04-20 16:00:00+00:00,18.0,2.0,11.025,43.0,-1.0864729,6.3621826,95.0,0.0,978.6635
