number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
16,2024-04-20 16:00:00+00:00,6.0,14.0,11.7,40.0,-1.4636971,7.0216026,95.0,0.0,979.81213
