number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
24,2024-04-20 16:00:00+00:00,20.0,0.0,11.6785,38.0,-2.1797197,6.6557217,95.0,0.0,978.4092
